DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,5XX GENESSEE ST,39.1088266684193,-84.5240938487787,WEST END,WEST END,5485,219011865,2,,BLACK,MALE,34,NONFATAL,05/17/2021 12:00:00 PM,MAY,233100,23,MON,219011865,05/17/2021 11:31:00 PM,DISTRICT 1,,WEST END
1,5XX GENESSEE ST,39.1094166684193,-84.5233638487787,WEST END,WEST END,5484,219011865,2,,BLACK,MALE,36,NONFATAL,05/17/2021 12:00:00 PM,MAY,233100,23,MON,219011865,05/17/2021 11:31:00 PM,DISTRICT 1,,WEST END
4,8XX ROCKDALE AV,39.1430363478813,-84.4866288874001,AVONDALE,AVONDALE,5483,219011830,3,,BLACK,MALE,17,NONFATAL,05/17/2021 12:00:00 PM,MAY,084000,8,MON,219011830,05/17/2021 08:40:00 AM,DISTRICT 4,,AVONDALE
4,8XX ROCKDALE AV,39.1441763478813,-84.4855288874001,AVONDALE,AVONDALE,5482,219011830,3,,BLACK,MALE,39,NONFATAL,05/17/2021 12:00:00 PM,MAY,084000,8,MON,219011830,05/17/2021 08:40:00 AM,DISTRICT 4,,AVONDALE
4,8XX ROCKDALE AV,39.1440463478813,-84.4865988874001,AVONDALE,AVONDALE,5481,219011830,3,,BLACK,MALE,46,FATAL,05/17/2021 12:00:00 PM,MAY,084000,8,MON,219011830,05/17/2021 08:40:00 AM,DISTRICT 4,,AVONDALE
4,26XX MELROSE AV,39.1275424315663,-84.489578710388,WALNUT HILLS,WALNUT HILLS,5480,219011783,2,,BLACK,MALE,28,NONFATAL,05/17/2021 12:00:00 PM,MAY,003000,0,MON,219011783,05/17/2021 12:30:00 AM,DISTRICT 4,,WALNUT HILLS
4,26XX MELROSE AV,39.1282224315663,-84.491518710388,WALNUT HILLS,WALNUT HILLS,5479,219011783,2,,BLACK,MALE,28,NONFATAL,05/17/2021 12:00:00 PM,MAY,003000,0,MON,219011783,05/17/2021 12:30:00 AM,DISTRICT 4,,WALNUT HILLS
4,8XX BLAIR AV,39.14175648619,-84.4925478815979,AVONDALE,AVONDALE,5478,219011735,1,,BLACK,MALE,21,NONFATAL,05/16/2021 12:00:00 PM,MAY,131500,13,SUN,219011735,05/16/2021 01:15:00 PM,DISTRICT 4,,AVONDALE
4,77XX READING RD,39.2024545478331,-84.4541257365968,ROSELAWN,ROSELAWN,5477,219011711,4,,BLACK,MALE,18,NONFATAL,05/16/2021 12:00:00 PM,MAY,022000,2,SUN,219011711,05/16/2021 02:20:00 AM,DISTRICT 4,,ROSELAWN
4,77XX READING RD,39.2036945478331,-84.4541257365968,ROSELAWN,ROSELAWN,5476,219011711,4,,BLACK,FEMALE,30,NONFATAL,05/16/2021 12:00:00 PM,MAY,022000,2,SUN,219011711,05/16/2021 02:20:00 AM,DISTRICT 4,,ROSELAWN
4,77XX READING RD,39.2029845478331,-84.4553857365968,ROSELAWN,ROSELAWN,5475,219011711,4,,BLACK,MALE,42,NONFATAL,05/16/2021 12:00:00 PM,MAY,022000,2,SUN,219011711,05/16/2021 02:20:00 AM,DISTRICT 4,,ROSELAWN
4,77XX READING RD,39.2022145478331,-84.4551557365968,ROSELAWN,ROSELAWN,5474,219011711,4,,BLACK,MALE,36,FATAL,05/16/2021 12:00:00 PM,MAY,022000,2,SUN,219011711,05/16/2021 02:20:00 AM,DISTRICT 4,,ROSELAWN
1,16XX RACE ST,39.11238802124,-84.5171677684786,OVER-THE-RHINE,OVER-THE-RHINE,5473,219011651,1,,BLACK,MALE,20,NONFATAL,05/15/2021 12:00:00 PM,MAY,162000,16,SAT,219011651,05/15/2021 04:20:00 PM,DISTRICT 1,,OTR
5,S I75 AT 3-3 MM,39.1446716989361,-84.5371995076006,CLIFTON,CAMP WASHINGTON,5472,219011613,2,,BLACK,MALE,37,NONFATAL,05/15/2021 12:00:00 PM,MAY,014000,1,SAT,219011613,05/15/2021 01:40:00 AM,DISTRICT 5,,CAMP WASHINGTON
5,S I75 AT 3-3 MM,39.1436516989361,-84.5361395076006,CLIFTON,CAMP WASHINGTON,5471,219011613,2,,BLACK,MALE,34,NONFATAL,05/15/2021 12:00:00 PM,MAY,014000,1,SAT,219011613,05/15/2021 01:40:00 AM,DISTRICT 5,,CAMP WASHINGTON
3,26XX WENDEE DR,39.1280876755633,-84.5937395609887,WESTWOOD,WESTWOOD,5470,219011586,1,,BLACK,MALE,42,NONFATAL,05/14/2021 12:00:00 PM,MAY,215000,21,FRI,219011586,05/14/2021 09:50:00 PM,DISTRICT 3,,WESTWOOD
1,16XX LINN ST,39.1133401888461,-84.5276366569627,WEST END,WEST END,5469,219011406,1,,BLACK,FEMALE,41,NONFATAL,05/10/2021 12:00:00 PM,MAY,222000,22,MON,219011406,05/10/2021 10:20:00 PM,DISTRICT 1,,WEST END
1,17XX RACE ST,39.1143791383617,-84.5174827011248,OVER-THE-RHINE,OVER-THE-RHINE,5468,219011196,1,,BLACK,FEMALE,27,NONFATAL,05/10/2021 12:00:00 PM,MAY,222500,22,MON,219011196,05/10/2021 10:25:00 PM,DISTRICT 1,,OTR
4,34XX BURNET AV,39.1439044123106,-84.5003813580698,AVONDALE,AVONDALE,5467,219011047,1,,BLACK,MALE,37,NONFATAL,05/09/2021 12:00:00 PM,MAY,012000,1,SUN,219011047,05/09/2021 01:20:00 AM,DISTRICT 4,,AVONDALE
5,38XX VINE ST,39.1558375008806,-84.5056721659326,CLIFTON,AVONDALE,5466,219011039,1,,BLACK,MALE,51,NONFATAL,05/09/2021 12:00:00 PM,MAY,005400,0,SUN,219011039,05/09/2021 12:54:00 AM,DISTRICT 5,,AVONDALE - NORTH AVONDALE
1,XX W MCMICKEN AV,39.1171139447142,-84.516368312648,OVER-THE-RHINE,CUF,5465,219010981,1,,BLACK,MALE,49,NONFATAL,05/08/2021 12:00:00 PM,MAY,080000,8,SAT,219010981,05/08/2021 08:00:00 AM,DISTRICT 1,,OTR
3,19XX WESTWOOD NORTHERN BV,39.1443468162194,-84.5597424685741,ENGLISH WOODS,ENGLISH WOODS,5464,219010822,1,,BLACK,MALE,21,FATAL,05/06/2021 12:00:00 PM,MAY,094700,9,THU,219010822,05/06/2021 09:47:00 AM,DISTRICT 3,,MILLVALE
4,6XX GLENWOOD AV,39.1481063397961,-84.4929526592519,AVONDALE,AVONDALE,5463,219010751,1,,BLACK,MALE,33,FATAL,05/05/2021 12:00:00 PM,MAY,210200,21,WED,219010751,05/05/2021 09:02:00 PM,DISTRICT 4,,AVONDALE
3,18XX CARLL ST,39.1353509163055,-84.556496078994,NORTH FAIRMOUNT,NORTH FAIRMOUNT,5462,219010729,1,,BLACK,MALE,44,NONFATAL,05/05/2021 12:00:00 PM,MAY,174000,17,WED,219010729,05/05/2021 05:40:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
1,XX E MCMICKEN AV,39.1170986250942,-84.5166066749567,OVER-THE-RHINE,OVER-THE-RHINE,5459,219010565,1,,BLACK,FEMALE,30,NONFATAL,05/04/2021 12:00:00 PM,MAY,053000,5,TUE,219010565,05/04/2021 05:30:00 AM,DISTRICT 1,,OTR
3,18XX SUNSET AV,39.1242167213762,-84.5823068817499,WEST PRICE HILL,WESTWOOD,5461,219010645,1,,BLACK,MALE,14,NONFATAL,05/04/2021 12:00:00 PM,MAY,210600,21,TUE,219010645,05/04/2021 09:06:00 PM,DISTRICT 3,,WEST PRICE HILL
1,5XX W MCMICKEN AV,39.1212062033315,-84.5280117754012,OVER-THE-RHINE,WEST END,5460,219010601,1,,BLACK,MALE,19,NONFATAL,05/04/2021 12:00:00 PM,MAY,131900,13,TUE,219010601,05/04/2021 01:19:00 PM,DISTRICT 1,,OTR
1,13XX WALNUT ST,39.1096387855863,-84.5136676015152,OVER-THE-RHINE,OVER-THE-RHINE,5458,219010564,2,,BLACK,MALE,30,NONFATAL,05/04/2021 12:00:00 PM,MAY,020000,2,TUE,219010564,05/04/2021 02:00:00 AM,DISTRICT 1,,OTR
1,13XX WALNUT ST,39.1094287855863,-84.5125976015152,OVER-THE-RHINE,OVER-THE-RHINE,5457,219010564,2,,BLACK,MALE,61,FATAL,05/04/2021 12:00:00 PM,MAY,020000,2,TUE,219010564,05/04/2021 02:00:00 AM,DISTRICT 1,,OTR
5,29XX W MCMICKEN AV,39.1371527529023,-84.531461023463,CUF,CUF,5456,219010536,1,,BLACK,FEMALE,28,NONFATAL,05/03/2021 12:00:00 PM,MAY,210000,21,MON,219010536,05/03/2021 09:00:00 PM,DISTRICT 5,,CUF
4,48XX YARMOUTH PL,39.173310500685,-84.4678732962071,BOND HILL,BOND HILL,5455,219010487,1,,BLACK,MALE,20,NONFATAL,05/03/2021 12:00:00 PM,MAY,143800,14,MON,219010487,05/03/2021 02:38:00 PM,DISTRICT 4,,BOND HILL
3,16XX HARRISON AV,39.1262751753621,-84.5518178539065,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,5454,219010414,1,,WHITE,FEMALE,34,NONFATAL,05/02/2021 12:00:00 PM,MAY,190000,19,SUN,219010414,05/02/2021 07:00:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
4,15XX YARMOUTH AV,39.1729738029118,-84.4702677546709,BOND HILL,BOND HILL,5453,219010316,1,,BLACK,MALE,37,NONFATAL,05/01/2021 12:00:00 PM,MAY,174000,17,SAT,219010316,05/01/2021 05:40:00 PM,DISTRICT 4,,BOND HILL
4,24XX GILBERT AV,39.1255325963432,-84.49041312888,WALNUT HILLS,WALNUT HILLS,5452,219010274,3,,BLACK,MALE,36,NONFATAL,05/01/2021 12:00:00 PM,MAY,030000,3,SAT,219010274,05/01/2021 03:00:00 AM,DISTRICT 4,,WALNUT HILLS
4,24XX GILBERT AV,39.1263525963432,-84.49130312888,WALNUT HILLS,WALNUT HILLS,5451,219010274,3,,BLACK,FEMALE,35,NONFATAL,05/01/2021 12:00:00 PM,MAY,030000,3,SAT,219010274,05/01/2021 03:00:00 AM,DISTRICT 4,,WALNUT HILLS
4,24XX GILBERT AV,39.1254025963432,-84.48964312888,WALNUT HILLS,WALNUT HILLS,5450,219010274,3,,BLACK,MALE,38,NONFATAL,05/01/2021 12:00:00 PM,MAY,030000,3,SAT,219010274,05/01/2021 03:00:00 AM,DISTRICT 4,,WALNUT HILLS
4,8XX LINCOLN AV,39.1325921521354,-84.4888717677916,WALNUT HILLS,WALNUT HILLS,5449,219010066,1,,BLACK,MALE,32,NONFATAL,04/28/2021 12:00:00 PM,APR,171100,17,WED,219010066,04/28/2021 05:11:00 PM,DISTRICT 4,,WALNUT HILLS
5,61XX TAHITI DR,39.2018737327683,-84.5306712070072,COLLEGE HILL,COLLEGE HILL,5448,219009803,1,,BLACK,FEMALE,39,FATAL,04/25/2021 12:00:00 PM,APR,213500,21,SUN,219009803,04/25/2021 09:35:00 PM,DISTRICT 5,,
5,63XX DALY RD,39.2043845460808,-84.5312165664885,COLLEGE HILL,COLLEGE HILL,5447,219009759,1,,WHITE,MALE,20,NONFATAL,04/25/2021 12:00:00 PM,APR,180000,18,SUN,219009759,04/25/2021 06:00:00 PM,DISTRICT 5,,
3,27XX EAST TOWER DR,39.1311667388477,-84.593715181835,WESTWOOD,WESTWOOD,5446,219009522,2,,BLACK,MALE,22,NONFATAL,04/22/2021 12:00:00 PM,APR,164000,16,THU,219009522,04/22/2021 04:40:00 PM,DISTRICT 3,,WESTWOOD
3,27XX EAST TOWER DR,39.1308767388477,-84.594995181835,WESTWOOD,WESTWOOD,5445,219009522,2,,BLACK,MALE,22,NONFATAL,04/22/2021 12:00:00 PM,APR,164000,16,THU,219009522,04/22/2021 04:40:00 PM,DISTRICT 3,,WESTWOOD
3,18XX KNOX ST,39.1299247490881,-84.558448929825,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,5444,219009340,1,,BLACK,FEMALE,16,NONFATAL,04/20/2021 12:00:00 PM,APR,160000,16,TUE,219009340,04/20/2021 04:00:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
3,33XX MOOSEWOOD AV,39.1446398713433,-84.5512676291521,MILLVALE,MILLVALE,5442,219009068,1,,BLACK,MALE,25,NONFATAL,04/16/2021 12:00:00 PM,APR,220300,22,FRI,219009068,04/16/2021 10:03:00 PM,DISTRICT 3,,MILLVALE
5,58XX HAMILTON AV,39.1976360196887,-84.5458734857668,COLLEGE HILL,COLLEGE HILL,5443,219009076,1,,BLACK,MALE,19,NONFATAL,04/16/2021 12:00:00 PM,APR,220000,22,FRI,219009076,04/16/2021 10:00:00 PM,DISTRICT 5,,COLLEGE HILL
3,34XX WARSAW AV,39.1101746417364,-84.5661790723542,EAST PRICE HILL,EAST PRICE HILL,5441,219008819,1,,BLACK,MALE,29,NONFATAL,04/13/2021 12:00:00 PM,APR,215200,21,TUE,219008819,04/13/2021 09:52:00 PM,DISTRICT 3,,EAST PRICE HILL
5,48XX HAWAIIAN TE,39.1831328924643,-84.5606896608758,MT AIRY,MT. AIRY,5440,219008757,1,,BLACK,FEMALE,31,NONFATAL,04/13/2021 12:00:00 PM,APR,094100,9,TUE,219008757,04/13/2021 09:41:00 AM,DISTRICT 5,,MOUNT AIRY
3,19XX HARRISON AV,39.1296022977369,-84.5619186873021,WESTWOOD,SOUTH FAIRMOUNT,5439,219008711,1,,BLACK,MALE,17,NONFATAL,04/12/2021 12:00:00 PM,APR,194500,19,MON,219008711,04/12/2021 07:45:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
5,53XX BAHAMA TER,39.1875007501569,-84.5664291908424,MT AIRY,MT. AIRY,5438,219008563,1,,BLACK,MALE,28,NONFATAL,04/11/2021 12:00:00 PM,APR,020000,2,SUN,219008563,04/11/2021 02:00:00 AM,DISTRICT 5,,MOUNT AIRY
3,32XX MIDWAY AV,39.1351430286268,-84.6091413469843,WESTWOOD,WESTWOOD,5437,219008482,1,,WHITE,MALE,40,NONFATAL,04/10/2021 12:00:00 PM,APR,020000,2,SAT,219008482,04/10/2021 02:00:00 AM,DISTRICT 3,,WESTWOOD
5,7XX MCMAKIN AV,39.1726733334333,-84.5163227661812,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,5436,219008454,1,,BLACK,MALE,19,NONFATAL,04/09/2021 12:00:00 PM,APR,210000,21,FRI,219008454,04/09/2021 09:00:00 PM,DISTRICT 5,,SPRING GROVE VILLAGE
1,17XX RACE ST,39.1144216666852,-84.5183117257494,OVER-THE-RHINE,OVER-THE-RHINE,5435,219008430,1,,BLACK,MALE,49,NONFATAL,04/09/2021 12:00:00 PM,APR,162900,16,FRI,219008430,04/09/2021 04:29:00 PM,DISTRICT 1,,OTR
4,72XX BROOKCREST DR,39.1945666189412,-84.4593396804292,ROSELAWN,ROSELAWN,5434,219008371,1,,BLACK,MALE,20,FATAL,04/09/2021 12:00:00 PM,APR,014000,1,FRI,219008371,04/09/2021 01:40:00 AM,DISTRICT 4,,ROSELAWN
2,18XX CLARION AV,39.1448809050205,-84.4682983527636,EVANSTON,EVANSTON,5433,219008437,1,,BLACK,MALE,20,NONFATAL,04/08/2021 12:00:00 PM,APR,120000,12,THU,219008437,04/08/2021 12:00:00 PM,DISTRICT 2,,EVANSTON
1,14XX WALNUT ST,39.1129105155065,-84.5142645624444,OVER-THE-RHINE,OVER-THE-RHINE,5872,229008702,1,,BLACK,MALE,19,NONFATAL,04/14/2022 12:00:00 PM,APR,202300,20,THU,229008702,04/14/2022 08:23:00 PM,DISTRICT 1,,OTR
5,6XX DUTCH COLONY DR,39.1906065420639,-84.5127572153365,WINTON HILLS,WINTON HILLS,5871,229008512,1,,BLACK,MALE,18,NONFATAL,04/13/2022 12:00:00 PM,APR,000500,0,WED,229008512,04/13/2022 12:05:00 AM,DISTRICT 5,,WINTON HILLS
1,8XX W EIGHTH ST,39.1036581507269,-84.5267268669296,QUEENSGATE,QUEENSGATE,5870,229008443,1,,WHITE,MALE,25,NONFATAL,04/12/2022 12:00:00 PM,APR,163300,16,TUE,229008443,04/12/2022 04:33:00 PM,DISTRICT 1,,QUEENSGATE
5,53XX HOLLAND DR,39.1893225608319,-84.513947653737,WINTON HILLS,WINTON HILLS,5869,229008235,1,,BLACK,MALE,32,NONFATAL,04/10/2022 12:00:00 PM,APR,183400,18,SUN,229008235,04/10/2022 06:34:00 PM,DISTRICT 5,,WINTON HILLS
3,5XX ELBERON AV,39.1023180961515,-84.5674577440854,EAST PRICE HILL,EAST PRICE HILL,5868,229007982,1,,BLACK,FEMALE,19,NONFATAL,04/07/2022 12:00:00 PM,APR,193800,19,THU,229007982,04/07/2022 07:38:00 PM,DISTRICT 3,,EAST PRICE HILL
3,34XX BASSETT RD,39.1016212791217,-84.568748820999,EAST PRICE HILL,EAST PRICE HILL,5867,229007868,1,,BLACK,MALE,28,FATAL,04/06/2022 12:00:00 PM,APR,012600,1,WED,229007868,04/06/2022 01:26:00 AM,DISTRICT 3,,EAST PRICE HILL
4,XX E MCMILLAN ST,39.1277192578911,-84.5098851959378,CORRYVILLE,MT. AUBURN,5866,229007670,1,,BLACK,FEMALE,29,NONFATAL,04/04/2022 12:00:00 PM,APR,010000,1,MON,229007670,04/04/2022 01:00:00 AM,DISTRICT 4,,MOUNT AUBURN
3,18XX FIRST AV,39.1229396765721,-84.5784080984538,WEST PRICE HILL,WEST PRICE HILL,5861,229007615,3,,BLACK,FEMALE,39,NONFATAL,04/03/2022 12:00:00 PM,APR,125500,12,SUN,229007615,04/03/2022 12:55:00 PM,DISTRICT 3,,WEST PRICE HILL
3,18XX FIRST AV,39.1229296765721,-84.5789380984538,WEST PRICE HILL,WEST PRICE HILL,5863,229007615,3,,BLACK,MALE,20,NONFATAL,04/03/2022 12:00:00 PM,APR,125500,12,SUN,229007615,04/03/2022 12:55:00 PM,DISTRICT 3,,WEST PRICE HILL
3,37XX WESTMONT DR,39.1235823289964,-84.5687910808233,WEST PRICE HILL,EAST PRICE HILL,5865,229007665,1,,BLACK,MALE,21,NONFATAL,04/03/2022 12:00:00 PM,APR,203000,20,SUN,229007665,04/03/2022 08:30:00 PM,DISTRICT 3,,WEST PRICE HILL
4,15XX YARMOUTH AV,39.1736591463382,-84.4683391507439,BOND HILL,BOND HILL,5864,229005329,1,,BLACK,MALE,33,NONFATAL,04/03/2022 12:00:00 PM,APR,132500,13,SUN,229005329,04/03/2022 01:25:00 PM,DISTRICT 4,,BOND HILL
3,18XX FIRST AV,39.1234496765721,-84.5777980984538,WEST PRICE HILL,WEST PRICE HILL,5862,229007615,3,,BLACK,FEMALE,18,NONFATAL,04/03/2022 12:00:00 PM,APR,125500,12,SUN,229007615,04/03/2022 12:55:00 PM,DISTRICT 3,,WEST PRICE HILL
1,4XX W NINTH ST,39.105001835754,-84.5204001819854,WEST END,WEST END,5860,229007573,1,,BLACK,MALE,32,NONFATAL,04/02/2022 12:00:00 PM,APR,193000,19,SAT,229007573,04/02/2022 07:30:00 PM,DISTRICT 1,,WEST END
3,34XX BEEKMAN ST,39.150470588524,-84.5509371998357,MILLVALE,SOUTH CUMMINSVILLE,5859,229007499,1,,BLACK,MALE,25,NONFATAL,04/01/2022 12:00:00 PM,APR,192000,19,FRI,229007499,04/01/2022 07:20:00 PM,DISTRICT 3,,SOUTH CUMMINSVILLE
3,38XX ST LAWRENCE AV,39.1108048142447,-84.5773028776913,EAST PRICE HILL,EAST PRICE HILL,5858,229007347,1,,HISPANIC,FEMALE,42,NONFATAL,03/31/2022 12:00:00 PM,MAR,052000,5,THU,229007347,03/31/2022 05:20:00 AM,DISTRICT 3,,WEST PRICE HILL
3,31XX GLENMORE AV,39.1413234947489,-84.6138970304769,WESTWOOD,WESTWOOD,5857,229007178,1,,BLACK,MALE,31,NONFATAL,03/29/2022 12:00:00 PM,MAR,124600,12,TUE,229007178,03/29/2022 12:46:00 PM,DISTRICT 3,,WESTWOOD
3,7XX ELBERON AV,39.1053233756737,-84.566056758904,EAST PRICE HILL,EAST PRICE HILL,5856,229007138,1,,BLACK,MALE,34,FATAL,03/28/2022 12:00:00 PM,MAR,201200,20,MON,229007138,03/28/2022 08:12:00 PM,DISTRICT 3,,EAST PRICE HILL
4,3XX FOREST AV,39.14537085011,-84.5010228993376,AVONDALE,AVONDALE,5855,229005549,1,,BLACK,FEMALE,17,FATAL,03/27/2022 12:00:00 PM,MAR,183100,18,SUN,229005549,03/27/2022 06:31:00 PM,DISTRICT 4,,AVONDALE
4,5XX STEWART PL,39.1391113422417,-84.495392715579,AVONDALE,AVONDALE,5854,229007052,1,,BLACK,MALE,33,NONFATAL,03/27/2022 12:00:00 PM,MAR,160000,16,SUN,229007052,03/27/2022 04:00:00 PM,DISTRICT 4,,AVONDALE
4,9XX DANA AV,39.1509272553199,-84.4833729753055,NORTH AVONDALE,AVONDALE,5853,229006922,1,,BLACK,MALE,22,NONFATAL,03/26/2022 12:00:00 PM,MAR,105000,10,SAT,229006922,03/26/2022 10:50:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
2,37XX PAXTON AV,39.1454983417552,-84.4290093269825,OAKLEY,OAKLEY,5851,229006877,1,,BLACK,MALE,27,NONFATAL,03/25/2022 12:00:00 PM,MAR,164200,16,FRI,229006877,03/25/2022 04:42:00 PM,DISTRICT 2,,OAKLEY
5,28XX COLERAIN AV,39.1332130719749,-84.5371752435337,CAMP WASHINGTON,CAMP WASHINGTON,5852,229006900,1,,WHITE,MALE,46,NONFATAL,03/25/2022 12:00:00 PM,MAR,212700,21,FRI,229006900,03/25/2022 09:27:00 PM,DISTRICT 5,,CAMP WASHINGTON
2,35XX LILAC AV,39.1424520310122,-84.4581869047761,HYDE PARK,EVANSTON,5850,229006813,1,,BLACK,MALE,38,NONFATAL,03/24/2022 12:00:00 PM,MAR,210000,21,THU,229006813,03/24/2022 09:00:00 PM,DISTRICT 2,,HYDE PARK
3,20XX MILLVALE CT,39.1482174106005,-84.554786244208,MILLVALE,MILLVALE,5848,229006662,2,,BLACK,MALE,33,NONFATAL,03/23/2022 12:00:00 PM,MAR,131900,13,WED,229006662,03/23/2022 01:19:00 PM,DISTRICT 3,,MILLVALE
3,20XX MILLVALE CT,39.1483374106005,-84.553796244208,MILLVALE,MILLVALE,5849,229006662,2,,BLACK,MALE,41,NONFATAL,03/21/2022 12:00:00 PM,MAR,131900,13,MON,229006662,03/21/2022 01:19:00 PM,DISTRICT 3,,MILLVALE
4,8XX BLAIR AV,39.14047648619,-84.4917278815979,AVONDALE,AVONDALE,5847,229006479,1,,BLACK,MALE,23,NONFATAL,03/21/2022 12:00:00 PM,MAR,161000,16,MON,229006479,03/21/2022 04:10:00 PM,DISTRICT 4,,AVONDALE
5,53XX HOLLAND DR,39.1877425608319,-84.513797653737,WINTON HILLS,WINTON HILLS,5846,229006469,1,,BLACK,MALE,34,NONFATAL,03/21/2022 12:00:00 PM,MAR,120300,12,MON,229006469,03/21/2022 12:03:00 PM,DISTRICT 5,,WINTON HILLS
1,8XX FINDLAY ST,39.1153814064297,-84.5288496059469,WEST END,WEST END,5845,229006330,1,,BLACK,MALE,37,NONFATAL,03/20/2022 12:00:00 PM,MAR,020500,2,SUN,229006330,03/20/2022 02:05:00 AM,DISTRICT 1,,WEST END
5,42XX KIRBY AV,39.1663830092864,-84.5477082129782,NORTHSIDE,NORTHSIDE,5844,229006265,1,,BLACK,MALE,31,NONFATAL,03/19/2022 12:00:00 PM,MAR,002700,0,SAT,229006265,03/19/2022 12:27:00 AM,DISTRICT 5,,NORTHSIDE
5,1XX CALHOUN ST,39.1278086201882,-84.513905261696,CUF,CUF,5843,229006173,1,,BLACK,MALE,30,NONFATAL,03/18/2022 12:00:00 PM,MAR,033500,3,FRI,229006173,03/18/2022 03:35:00 AM,DISTRICT 5,,CUF - HEIGHTS
4,37XX READING RD,39.1502153690316,-84.4865639200591,NORTH AVONDALE,AVONDALE,5842,229006150,1,,BLACK,MALE,39,NONFATAL,03/17/2022 12:00:00 PM,MAR,220000,22,THU,229006150,03/17/2022 10:00:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
2,32XX GEIER DR,39.1636134422033,-84.4252791289917,OAKLEY,OAKLEY,5841,229006136,1,,BLACK,MALE,24,FATAL,03/17/2022 12:00:00 PM,MAR,124200,12,THU,229006136,03/17/2022 12:42:00 PM,DISTRICT 2,,OAKLEY
1,XX E 13TH ST,39.1088301775979,-84.5134323950627,OVER-THE-RHINE,OVER-THE-RHINE,5840,229006085,1,,BLACK,MALE,21,FATAL,03/17/2022 12:00:00 PM,MAR,033000,3,THU,229006085,03/17/2022 03:30:00 AM,DISTRICT 1,,OTR
4,12XX LAIDLAW AV,39.178562011218,-84.476671614474,BOND HILL,BOND HILL,5839,229005557,1,,BLACK,MALE,26,FATAL,03/11/2022 12:00:00 PM,MAR,012600,1,FRI,229005557,03/11/2022 01:26:00 AM,DISTRICT 4,,BOND HILL
5,I7X S AT MM3.0,39.1398119240424,-84.5331906691613,CAMP WASHINGTON,CUF,5838,229005552,1,,HISPANIC,MALE,48,NONFATAL,03/11/2022 12:00:00 PM,MAR,002300,0,FRI,229005552,03/11/2022 12:23:00 AM,DISTRICT 5,,CAMP WASHINGTON
3,36XX LACLEDE AV,39.1126357741535,-84.5724328901279,EAST PRICE HILL,EAST PRICE HILL,5837,229005463,1,,WHITE,MALE,44,NONFATAL,03/10/2022 12:00:00 PM,MAR,091500,9,THU,229005463,03/10/2022 09:15:00 AM,DISTRICT 3,,EAST PRICE HILL
5,48XX WINTON RD,39.1799353623102,-84.519727463288,SPRING GROVE VILLAGE,COLLEGE HILL,5836,229005386,1,,BLACK,MALE,19,NONFATAL,03/09/2022 12:00:00 PM,MAR,122100,12,WED,229005386,03/09/2022 12:21:00 PM,DISTRICT 5,,SPRING GROVE VILLAGE
2,31XX LINWOOD AV,39.1279036646379,-84.4302061208723,MT LOOKOUT,HYDE PARK,5833,229005104,1,,BLACK,MALE,17,NONFATAL,03/06/2022 12:00:00 PM,MAR,023000,2,SUN,229005104,03/06/2022 02:30:00 AM,DISTRICT 2,,MOUNT LOOKOUT
3,30XX MICKEY AV,39.1184329549708,-84.5612360102176,EAST PRICE HILL,EAST PRICE HILL,5835,229005148,1,,BLACK,MALE,23,NONFATAL,03/06/2022 12:00:00 PM,MAR,180600,18,SUN,229005148,03/06/2022 06:06:00 PM,DISTRICT 3,,EAST PRICE HILL
5,42XX GEORGIA AV,39.1666524937067,-84.5486750046509,NORTHSIDE,NORTHSIDE,5834,229005109,1,,WHITE,MALE,47,FATAL,03/06/2022 12:00:00 PM,MAR,042500,4,SUN,229005109,03/06/2022 04:25:00 AM,DISTRICT 5,,NORTHSIDE
4,29XX GILBERT AV,39.1330948761201,-84.4876372093849,WALNUT HILLS,WALNUT HILLS,5832,229005006,1,,BLACK,MALE,21,FATAL,03/04/2022 12:00:00 PM,MAR,221500,22,FRI,229005006,03/04/2022 10:15:00 PM,DISTRICT 4,,WALNUT HILLS
3,34XX PRICE AV,39.1075629169479,-84.5675552147001,EAST PRICE HILL,EAST PRICE HILL,5831,229004807,1,,BLACK,MALE,28,NONFATAL,03/03/2022 12:00:00 PM,MAR,002000,0,THU,229004807,03/03/2022 12:20:00 AM,DISTRICT 3,,EAST PRICE HILL
